Date,Price,Volume,Index,Spreads,Hash,GT,GD,ABT
20190115,3657.395,544.85,27,0.032469182,38793183.22,8,1289.35,652.4621212
20190116,3657.875,487.34,24,0.031530131,39086108.32,8,1290.5,648.8571429
20190117,3641.1,525.1,28,0.028361469,37302036.87,8,1294,681.3307087
20190118,3652.915,488.16,29,0.024856844,40539092.9,8,1285.05,628.5797101
20190119,3721.315,537.06,31,0.033845827,38857097.93,8,1263.48,651.3759398
20190120,3641.95,563.31,35,0.030411077,45828604.92,7,1295.3,550.0254777
20190121,3567.51,394.17,30,0.030549803,43712740.09,7,1278.7,577.1733333
20190122,3554.73,447.7,27,0.025720196,39338591.14,7,1284.75,662.8769231
20190123,3587.555,445.87,33,0.022295563,43036349.24,7,1284.9,587.6232877
20190124,3581.415,428.6,37,0.021632998,47441409.45,7,1279.75,535.8395062
20190125,3573.42,448.89,35,0.022614038,40091720.3,7,1282.95,630.5217391
20190126,3627.51,432.55,41,0.020092199,44106488.59,7,1301.49,575.6
20190127,3558.64,464.02,39,0.02020944,40299811.83,7,1289.16,629.0510949
20190128,3485.06,620.85,35,0.025566601,42000616.68,7,1301,594.9931034
20190129,3416.195,585.46,21,0.025905404,42408751.97,7,1308.35,592.9863014
20190130,3442.425,600.25,22,0.027099688,39051366.61,7,1312.95,636.7426471
20190131,3461.305,477.07,17,0.024073256,45575836.74,7,1322.5,548.4451613
20190201,3438.755,481.58,23,0.023606243,45775306.84,7,1320.75,555.8164557
20190202,3480.175,443.6,22,0.02969628,41518932.14,7,1298.44,598.1666667
20190203,3469.425,451.66,19,0.025385594,40303070.38,8,1298.44,622.7028986
20190204,3450.005,503.92,27,0.021098471,43473057.71,8,1311,588.6190476
20190205,3431.775,460.95,21,0.021336791,42697225.82,8,1314,590.3129252
20190206,3410.785,514.21,14,0.027840295,47475905.96,8,1313.35,526.0365854
20190207,3387.82,471.36,18,0.027240486,50442661.89,8,1306.6,497.8563218
20190208,3549.21,699.23,37,0.022162651,46903472.44,8,1311.1,530.5582822
20190209,3644.91,454.8,42,0.02450721,43228318.37,8,1293.77,574.6466667
20190210,3650.39,501.9,40,0.023295851,41094129.44,7,1293.07,615.5714286
20190211,3648.385,517.28,46,0.023353611,43503836.66,7,1306.75,598.9586207
20190212,3611.445,545.82,38,0.027453827,38536110.32,7,1311.6,670.65625
20190213,3622.95,558.02,48,0.027630699,46136477.62,7,1311.15,566.8562092
20190214,3593.545,498.14,48,0.028385053,43830433.4,7,1305.65,602.3758865
20190215,3608.3,516.21,43,0.029695232,38524988.17,7,1318,690.8582677
20190216,3615.895,485.63,43,0.027408614,45243824.09,7,1297.31,575.3933333
20190217,3657.175,580.51,38,0.023869471,47847756.99,8,1293.07,546.3522013
20190218,3806.93,933.15,63,0.030154885,46557352.72,8,1323.95,555.9419355
20190219,3946.715,1440,65,0.035398168,47463759.41,8,1329.55,553.5512821
20190220,3945.61,698.01,59,0.029783589,39188196.4,8,1345.75,666.2153846
20190221,3963.41,668.16,59,0.02864475,35886348.38,8,1335.05,722.512605
20190222,3956.905,649.55,61,0.033799885,48557438,8,1322.25,535.9320988
20190223,4070.435,727.85,63,0.033367322,43326983.85,8,1287.83,598.5804196
20190224,3988.5,977.78,69,0.032698046,41699034.48,8,1294.84,629.6642336
20190225,3828.295,765.87,47,0.048350968,43762393.67,8,1329.15,602.041958
20190226,3822.28,2090,40,0.039257327,48518480.84,8,1327.55,542.826087
20190227,3775.685,2820,39,0.029649664,43378758.74,8,1326.45,613.3262411
20190228,3853.93,2310,39,0.03127885,45752082.93,8,1325.45,576.5533333
20190301,3844.395,1740,42,0.027829836,48990912.86,8,1309.95,530.3641975
20190302,3818.56,1610,41,0.032509631,40419159.83,8,1302.89,651.1060606
20190303,3820.66,1510,44,0.033335698,44106296.65,7,1295.61,596.1917808
20190304,3768.075,2850,36,0.026533689,41519277.34,7,1287.45,632.6058394
20190305,3807.005,3820,35,0.032915557,45583496.96,7,1285,578.6778523
20190306,3877.84,2520,42,0.031494735,38440027.01,7,1285.55,676.8515625
20190307,3882.48,2600,56,0.029876873,43094151.96,7,1286.4,609.2605634
20190308,3868.5,2960,54,0.029907422,44044134.58,7,1294.1,590.5753425
20190309,3917.955,2480,55,0.03172966,42067846.75,7,1292.6,617.7898551
20190310,3923.015,1890,55,0.033028646,41859992.13,7,1292.6,634.4191176
20190311,3895.72,3190,56,0.031089255,42943836.84,7,1296.35,613.2535211
20190312,3865.965,2900,56,0.032210759,43928506.24,7,1296.95,600.0699301
20190313,3875.655,2280,54,0.032649773,41261208.41,7,1308.4,641.0296296
20190314,3873.62,2860,55,0.038438002,47063222.42,7,1299.2,564.3935484
20190315,3905.635,3110,55,0.038021159,46388378.1,7,1302.65,562.2941176
20190316,3997.045,3460,54,0.031396399,49592956.72,7,1310.3,528.6748466
20190317,4000.675,1870,58,0.027369422,44219453.75,7,1310.3,593.5136986
20190318,4001.65,2620,56,0.026419029,49152726.18,7,1305.35,534.1552795
20190319,4002.255,2990,56,0.02699752,53416464.19,7,1308.35,497.9827586
20190320,4030.22,3180,55,0.025796656,48338052.7,7,1303,539.9689441
20190321,4017.91,3880,62,0.02280831,45218106.15,7,1317.3,602.9440559
20190322,4001.105,2830,56,0.024387328,49268278.55,7,1311.1,534.6956522
20190323,4000.915,2000,50,0.029002315,43829368.5,7,1310.3,596.062069
20190324,3990.325,2040,44,0.031052254,47228168.51,7,1310.3,579.1933333
20190325,3946.485,2860,46,0.026790985,47026846.44,7,1319.35,583.6689189
20190326,3922.86,2530,43,0.030777377,42479651.59,7,1315.25,642.2985075
20190327,3993.555,2780,44,0.03397213,47681353.18,7,1318.25,577.4832215
20190328,4030.565,2110,49,0.041583151,46366994.12,7,1306.9,593.390411
20190329,4077.055,3300,50,0.0342672,46549858.34,7,1291.15,589.462585
20190330,4106.875,2550,57,0.036350327,43914861.21,7,1260.73,623.676259
20190331,4114.11,2430,56,0.036308155,44877577.21,11,1260.73,612.7482014
20190401,4123.265,3220,62,0.038548978,43406358.41,11,1291.9,641.9852941
20190402,4626.06,14770,60,0.064650773,51037696.03,11,1287.2,543.5031847
20190403,5083.645,13830,71,0.059095552,45252156.41,11,1291.85,613.9366197
20190404,4935.875,1050,61,0.062638579,45930007.62,11,1291.6,601.6357143
20190405,4985.87,851.72,59,0.05728884,50019786.84,11,1288.9,562.0506329
20190406,5089.095,952.18,65,0.055027072,44033511.12,11,1290.59,621.647482
20190407,5155.16,841.27,69,0.038240112,46123800.32,10,1281.65,605.4609929
20190408,5244.555,928.23,65,0.034551111,47281190.67,10,1297.1,590.5472973
20190409,5226.61,784.62,64,0.026003586,42541074.12,10,1301.85,652.2727273
20190410,5319.775,837.51,62,0.021219047,47251301.59,10,1304.8,582.5337838
20190411,5165.655,943.49,65,0.032907828,50089119.4,10,1304.65,551.0318471
20190412,5023.115,779.14,42,0.051284441,48383269.13,10,1296.15,575.1523179
20190413,5092.575,577.16,62,0.036236961,43111981.2,10,1290.59,639.4148148
20190414,5109.01,566.38,51,0.042068724,38878908.93,8,1292.29,706.4590164
20190415,5082.31,688.2,60,0.043903731,46120157.25,8,1286.75,599.6896552
20190416,5130.595,631.05,50,0.041112835,46135225.16,8,1283.75,591.7793103
20190417,5230.785,806.52,61,0.042437023,43697260.96,8,1276.1,628.7028986
20190418,5275.385,727.97,64,0.045253807,47305812.45,8,1276.5,579.2483221
20190419,5282.595,787.09,61,0.038501715,48575719.9,8,1323.33,567.8092105
20190420,5320.525,782.32,62,0.040752389,41893779.78,8,1284.99,658.1832061
20190421,5290.68,811.41,62,0.041077676,51365832.7,9,1323.33,534.3888889
20190422,5355.245,920.77,61,0.046932468,43116692.57,9,1286.05,640.380597
20190423,5499.07,900,68,0.042905038,37351466.82,9,1273.45,750
20190424,5511.99,994.04,65,0.040923984,52151883.3,9,1273.8,523.8773006
20190425,5276.65,955.36,58,0.036867299,45513089.16,9,1277.85,610.7342657
20190426,5233.06,1030,41,0.039082236,48288211.12,9,1281.5,572.1721854
20190427,5237.71,833.13,42,0.039018563,44280221.42,9,1328.57,616.1970803
20190428,5266.06,681.41,40,0.031579948,51737417.5,8,1365.96,545.0552147
20190429,5231.16,775.82,42,0.030760321,51317569.42,8,1282.15,530.4171779
20190430,5298.435,697.42,42,0.034016796,44324020.75,8,1285.15,616.15
20190501,5381.935,623.64,51,0.043902381,55254674.74,8,1281.8,500.0409357
20190502,5459.22,722.23,50,0.041001571,59148182.39,8,1271.45,469.326087
20190503,5688.34,1040,63,0.043917204,48248666,8,1270.05,575.3881579
20190504,5748.755,920.61,66,0.049108437,42813568.64,8,1282.35,654.4469697
20190505,5779.62,709.02,67,0.050658412,43464314.39,12,1316.4,665.0542636
20190506,5733.91,755.39,57,0.037426689,50382022.24,12,1284.24,574.0662252
20190507,5889.855,955.88,69,0.038561296,43922468.23,12,1281.3,677.6377953
20190508,5892.665,757.13,63,0.042952356,50752249.66,12,1287.75,571.0723684
20190509,6091.78,799.96,69,0.039373377,51265233.19,12,1284.1,572.28
20190510,6288.89,907.94,71,0.041943172,41910276.84,12,1285.4,696.464
20190511,6875.98,1310,76,0.077617958,43313882.49,12,1596.96,662.4538462
20190512,7167.41,1350,75,0.087490672,52373847.18,18,1416.36,549.778481
20190513,7500.585,1200,78,0.094499589,56324595.13,18,1282.95,513.1257485
20190514,7964.18,1330,78,0.082198143,50903812.79,18,1297.6,569
20190515,8056.605,1130,77,0.065512872,49463240.09,18,1298.9,582.9127517
20190516,8015.65,1180,75,0.082141229,49172532.4,18,1295.55,584.3219178
20190517,7299.825,1430,65,0.094205387,50537700.67,18,1285.8,580.4370861
20190518,7352.695,865.53,67,0.083483434,51230432.07,18,1475.96,561.5620915
20190519,7769.46,1080,70,0.076815253,55570548.7,13,1337.62,520.9509202
20190520,7892.495,958.81,73,0.073757977,53956371.22,13,1275.25,545.3726708
20190521,7955.045,804.88,68,0.055230566,51161491.36,13,1276,566.620915
20190522,7783.71,821.4,69,0.046495214,58728721.57,13,1274,510.1736527
20190523,7725,815.14,65,0.055108903,52581995.36,13,1275.95,556.1772152
20190524,7983.51,868.47,64,0.038382045,50759817.59,13,1281.5,564.2875817
20190525,8044.75,691.27,69,0.045651309,46689242.45,13,1365.35,613.9357143
20190526,8336.765,872.12,67,0.055269971,55527021.84,13,1449.27,520.4484848
20190527,8799.995,907.96,70,0.053333435,56120379.49,13,1523.92,519.251497
20190528,8690.455,763.2,71,0.038863201,54761553.43,13,1283.9,530.2317073
20190529,8602.29,15430,71,0.040599028,58350576.4,13,1283.5,495.9827586
20190530,8546.55,1040,73,0.040908582,53906405.03,13,1276.45,538.88125
20190531,8343.39,858.41,61,0.039863422,43611051.74,13,1296,737.965812
20190601,8539.43,686.75,62,0.048687224,56691628.25,13,1427.11,570.6225166
20190602,8683.69,614.54,63,0.049319377,49111309.12,12,1498.39,661.778626
20190603,8406.71,739.45,66,0.052514229,44452685.53,12,1313.95,721.0672269
20190604,7789.215,966.95,42,0.058096733,57001092.63,12,1323.6,567.4025974
20190605,7754.51,762.94,27,0.051676395,60792325.17,12,1337.75,532.73125
20190606,7669.81,651.82,34,0.041359381,58149865.26,12,1336.65,558.0700637
20190607,7947.5,588.87,27,0.038798995,58874696.31,12,1334.3,541.3860759
20190608,7927.685,485.81,62,0.047749484,45733470.53,12,1423.99,704.0322581
20190609,7750.325,554.48,62,0.046627876,54430542.26,11,1379.93,585.7278912
20190610,7797.515,641.38,46,0.039420869,58205394.41,11,1328.6,549.7707006
20190611,7887.18,579,61,0.035164858,53869516.69,11,1322.65,601.8041958
20190612,8042.285,607.89,60,0.041060552,49327092.25,11,1336.65,660.0229008
20190613,8189.925,574.21,63,0.046667223,55798426.89,11,1335.8,576.2450331
20190614,8452.405,643.17,67,0.048941397,63024892.39,11,1352.45,507.1301775
20190615,8763.31,608.69,75,0.046988396,53642174.37,11,1661.65,596.5410959
20190616,9086.925,849.77,80,0.058059951,49377349.28,16,1733.16,664.1692308
20190617,9222.92,738.8,84,0.050801621,48751831.67,16,1333.2,650.0150376
20190618,9149.525,723.17,83,0.045434685,60584138.11,16,1344.55,523.1104294
20190619,9179.325,587.57,82,0.037844782,65300281.36,16,1342.4,493.0734463
20190620,9410.045,693.62,81,0.038753389,52859881.83,16,1381.65,601.9375
20190621,9883.855,769.12,84,0.045284044,49669545.76,16,1388.35,648.6466165
20190622,10647.145,1090,83,0.065245537,53130258.71,16,1793.05,608.6170213
20190623,10899.66,683.79,84,0.070095621,66786714.65,26,1838.55,479.6850829
20190624,10828.315,566.96,80,0.053555234,65184004.85,26,1405.45,488.0056497
20190625,11385.295,781.09,87,0.05462042,53604784.81,26,1429.55,592.9657534
20190626,12752.93,1480,95,0.088235851,61018728.92,26,1406.75,520.2181818
20190627,11824.695,1590,92,0.118101124,55718282.3,26,1402.25,608.0070423
20190628,11602.875,1090,62,0.075345867,64901570.24,26,1413.2,532.7546012
20190629,11857.585,834.62,74,0.066120432,68814995.56,26,1636,494.5862069
20190630,11438.925,880.77,78,0.064336054,60110261.78,16,1839.5,569.8157895
20190701,10606.715,1040,65,0.07361264,56273145.23,16,1390.05,605.9370629
20190702,10302.85,1120,63,0.081079178,62143782.71,16,1393.1,547.664557
20190703,11425.75,998.73,79,0.067558523,67513538.2,16,1425.1,502.8953488
20190704,11561.395,840.34,76,0.059162051,65753514.9,16,1415.25,515.5808383
20190705,11111.66,772.67,67,0.067926463,74252077.4,16,1414.4,458.4179894
20190706,11347.335,688.96,72,0.068421471,70499077.62,16,1574.56,483.0561798
20190707,11357.425,601.93,67,0.058844555,61324968.15,16,1593.31,558.627451
20190708,11862.65,695.6,74,0.04950066,71689688.49,16,1404.9,488.3820225
20190709,12462.685,847.84,84,0.053424297,65549233.13,16,1387.9,565.7012987
20190710,12376.835,1110,83,0.049856574,58039910.58,16,1395.45,668.2945736
20190711,11551.15,943.13,62,0.059728539,58764057.67,16,1423.1,667.4728682
20190712,11514.26,738.17,33,0.0488904,73998111.03,16,1405.6,530.1097561
20190713,11331.7,747.71,65,0.053834303,65350573.18,16,1574.56,608.5957447
20190714,10783.385,840.76,61,0.064507628,65850969.48,15,1598.63,597.2689655
20190715,10473.6,956.52,16,0.071184561,66187758.28,15,1416.25,594.5547945
20190716,10196.29,1050,34,0.078306134,74123956.02,15,1416.1,528.2716049
20190717,9534.375,1030,19,0.073297945,60776029.74,15,1400.8,651.481203
20190718,10034.575,974.49,40,0.072083177,55156348.47,15,1420.9,714.1735537
20190719,10446.285,727.79,42,0.08043924,53381011.78,15,1437.05,735.6101695
20190720,10736.755,668.94,34,0.073908038,79611079.11,15,1898.18,488.2146893
20190721,10581.94,562.17,42,0.062223329,66768025.16,12,1456.53,581.4496644
20190722,10374.335,591.27,42,0.055979,71413326.71,12,1424.45,545.7088608
20190723,10074.525,663.38,40,0.048011561,63978547.12,12,1417.55,605.3496503
20190724,9728.16,639.54,20,0.041869119,62732151.85,12,1425.55,620.5251799
20190725,9964.565,545.85,42,0.044752935,66954999.85,12,1426.35,577.16
20190726,9779.285,493.75,24,0.044057504,74715443.29,12,1418.25,520.2771084
20190727,9756.71,661.89,47,0.038314142,68570848.1,12,1641.93,568.0460526
20190728,9363.58,518.59,16,0.049154823,79127722.04,12,1576.46,491.4914286
20190729,9552.295,510.9,19,0.04264719,76047151.88,12,1418.95,509.3630952
20190730,9570.655,511.51,22,0.039005275,63780601.05,12,1428.45,617.4647887
20190731,9852.77,589.84,31,0.042002724,76712160.95,12,1430.55,503.7251462
20190801,10189.65,608.37,57,0.042598024,63665299.05,12,1406.4,610.1971831
20190802,10503.73,578.29,61,0.044200557,75891932.14,12,1436.05,508.852071
20190803,10712.175,508.75,61,0.049632692,77318156.4,12,1677.34,501.4508671
20190804,10823.595,585.71,62,0.046892879,74480045.71,14,1579.19,517.3353293
20190805,11462.135,769.63,64,0.04313676,70406155.16,14,1457.45,604.1748252
20190806,11770.475,807.58,66,0.044872235,80524307.94,14,1461.85,532.3167702
20190807,11766.265,702.85,45,0.052844419,76207446.3,14,1487.65,565.0130719
20190808,11770.455,592.15,61,0.062093537,70667649.67,14,1497.4,610.1549296
20190809,11850.815,558.72,60,0.055899094,72912856.88,14,1503.5,590.4897959
20190810,11601.885,570.74,59,0.05676696,75358887.95,14,1736,566.9668874
20190811,11338.36,435.83,45,0.061305316,75713546.85,13,1574.56,570.0784314
20190812,11397.56,391.08,48,0.049861536,66489512.74,13,1501.95,648.5488722
20190813,11102.39,540.78,45,0.055649012,79390679.22,13,1527.2,545.0063694
20190814,10399.01,745.59,11,0.061227406,76056399.75,13,1500.35,573.6710526
20190815,9974.365,930.05,13,0.073231766,77744836.78,13,1517.65,550.5605096
20190816,10154.645,798.67,31,0.065495551,72875517.89,13,1509.05,587.2312925
20190817,10242.7,497.77,20,0.068262369,64501271.62,13,1515.9,668.5625
20190818,10296.175,441.11,14,0.060238076,64014474.15,11,1585.1,681.2380952
20190819,10592.57,519.01,30,0.052075086,82939429.52,11,1499.35,535.0552147
20190820,10766.215,515.47,39,0.054728893,77959332.13,11,1502.65,567.6013072
20190821,10337.885,717.65,11,0.049713203,69036996.31,11,1499.65,633.1838235
20190822,10004.525,520.75,5,0.060707642,71428562.73,11,1498.7,615.4539007
20190823,10260.905,436.26,33,0.055574526,77458847.54,11,1495.5,565.4444444
20190824,10171.095,463.85,39,0.053215491,80883729.92,11,1499.46,540.95625
20190825,10130.49,422.53,33,0.065771717,79060207.83,11,1761.96,552.4580645
20190826,10384.34,568.77,41,0.055476878,69518307.37,11,1664.89,632.1094891
20190827,10210.09,419.81,30,0.05479369,68075900.13,11,1531.85,643.2444444
20190828,9941.21,580.29,32,0.056630628,77137074.58,11,1541.75,570.9006623
20190829,9534.605,509.13,20,0.044469606,83309999.58,11,1536.65,525.3515152
20190830,9534.06,413.92,24,0.055818482,81060031.41,11,1526.55,538.15
20190831,9613.07,311.49,20,0.05512372,84203307.98,11,1595.38,522.7168675
20190901,9701.095,322.66,24,0.047813262,76182714.32,11,1668.73,603.048951
20190902,10111.88,542.79,28,0.051226182,81865057.34,11,1523.35,571.5234899
20190903,10534.785,578.79,41,0.049930092,88011388.94,11,1532.45,533.5670732
20190904,10610.01,504.45,43,0.052318591,72608146.93,11,1538.8,635.2720588
20190905,10567.74,402.09,41,0.051451541,89440680.33,11,1542.6,519.1030303
20190906,10583.28,643.02,43,0.051301106,84683745.9,11,1504.95,552.6962025
20190907,10439.605,393.57,39,0.053603933,80513205.26,11,1518.82,573.32
20190908,10441.28,339.73,43,0.049598692,95660362.49,9,1518.82,486.3898305
20190909,10308.23,473.76,41,0.051901566,78908430.65,9,1509.95,590.1438356
20190910,10181.02,383.22,41,0.053938507,97500583.12,9,1494.6,478.6043956
20190911,10063.05,413.06,38,0.050902998,99129638.9,9,1493.65,469.8913043
20190912,10264.58,413.22,39,0.048177736,84550671.31,9,1502.95,546.0126582
20190913,10223.395,365.52,38,0.051767131,81591237.89,9,1506.3,579.1666667
20190914,10353.67,326.44,39,0.053895636,91520659.32,9,1644.56,556.6967742
20190915,10340.555,255.79,38,0.050357428,89313735.8,9,1718.73,571.0816327
20190916,10257.465,372.53,38,0.04744607,96690166.18,9,1502.05,541.4723926
20190917,10225.23,321.64,41,0.042074172,88154630.37,9,1499.3,585.9256757
20190918,10186.545,318.82,38,0.040322666,105326001.1,9,1502.2,491.5114943
20190919,10004.785,542.25,31,0.049182399,87209417.91,9,1498.4,590.8243243
20190920,10193.365,362.07,41,0.05032841,89560379.17,9,1504.1,568.3708609
20190921,10066.125,326.17,37,0.054253466,97703119.2,9,1448.63,525.0481928
20190922,9984.315,337.06,37,0.062492481,99646459.71,12,1503.03,515.2048193
20190923,9854.995,431.1,41,0.057499721,67031523.97,12,1519.5,765.5964912
20190924,8947.295,933.16,39,0.074443276,93199454.51,12,1520.25,549.0127389
20190925,8499.22,696.11,15,0.075225252,93207178.57,12,1530.85,554.0961538
20190926,8112.365,731.03,12,0.064733708,101934669.2,12,1507.05,504.9473684
20190927,8096.36,561.4,24,0.055707796,83660912.95,12,1496.15,653.8333333
20190928,8194.74,457.79,32,0.056915157,101229586.2,12,1321.29,541.836478
20190929,8104.66,418.48,33,0.063573793,86832693.11,10,1415.01,636.4926471
20190930,8054.6,600.26,27,0.066610008,83523403.38,10,1487.6,659.6076923
20191001,8374.805,533.95,38,0.070199234,90484477.47,10,1466.1,611.6993007
20191002,8294.905,405.86,39,0.058732336,93847324.57,10,1484.05,583.4256757
20191003,8269.825,460.97,37,0.053583967,93578459.57,10,1504,584.7414966
20191004,8144.205,416.92,30,0.05859982,94825004.19,10,1509.5,579.9659864
20191005,8142.38,360.92,31,0.054408844,100564203.3,10,1423.61,555.1708861
20191006,8021.84,448.8,32,0.057624795,94266114.72,9,1307.01,581.4362416
20191007,8062.05,604.74,27,0.060429172,98334573.26,9,1502.15,554.7806452
20191008,8240.45,469.04,39,0.056740812,102923048,9,1500,534.7901235
20191009,8415.15,636.43,37,0.050021002,87425470.31,9,1503.4,626.5797101
20191010,8569.355,511.46,41,0.04737314,103887749.3,9,1508.2,533.3333333
20191011,8546.94,667.86,39,0.050333942,101167619.4,9,1498.35,555.0576923
20191012,8355.78,424.02,38,0.047485291,86725049.8,9,1504.83,647.3909774
20191013,8346.375,419.87,38,0.044146944,92032049.27,8,1504.83,609.7253521
20191014,8321.15,505.02,37,0.041368244,87485567.94,8,1494.2,640.637037
20191015,8278.115,469.73,39,0.048156289,99704576.57,8,1494.75,559.0457516
20191016,8069.59,538.92,40,0.046109735,92162551.75,8,1482.55,609.958042
20191017,8047.225,444.95,40,0.045546645,97226464.79,8,1484.45,574.8933333
20191018,8004.01,505.79,40,0.046426875,106046810.8,8,1322.28,531.5375
20191019,8013.87,428.83,41,0.049110417,92460889.09,8,1309.81,612.3309859
20191020,8118.81,513.91,37,0.050799456,96851568.58,10,1372.9,596.2534247
20191021,8268.315,489.4,37,0.04389525,103077534.2,10,1490.85,542.2327044
20191022,8169.885,570.39,39,0.042349321,110785113.3,10,1487.45,511.6331361
20191023,7703.93,892.08,33,0.045353076,109865482.8,10,1494.25,517.0654762
20191024,7447.22,586.49,20,0.042228443,90352561.84,10,1488.85,649.7518797
20191025,8107.525,1180,24,0.053698637,94164115.28,10,1504.65,623.4347826
20191026,9517.66,1780,53,0.072346221,96811794.4,10,1527.94,616.8071429
20191027,9460,1160,50,0.067732483,77787286.21,10,1687.56,754.9304348
20191028,9568.1,1040,52,0.071214639,91443656.43,10,1505.05,644.9104478
20191029,9332.235,918.48,54,0.065567614,94180744.35,10,1492.75,648.6165414
20191030,9230.05,789.73,53,0.057909599,91293152.1,10,1490.15,645.6567164
20191031,9197.58,798.93,50,0.062688413,89242170.17,10,1506.4,654.75
20191101,9190.62,689.65,49,0.05760099,88631294.24,10,1509.85,658.6076923
20191102,9311.95,570.74,51,0.061083672,93625343.23,10,1691.19,637.4477612
20191103,9252.16,536.56,56,0.058168772,94340545.5,9,1483.61,636.2173913
20191104,9359.87,681.01,49,0.052005993,89896187.85,9,1509.2,656.0984848
20191105,9346,653.42,54,0.056236573,98819409.33,9,1504.6,596.2638889
20191106,9362.675,578.03,53,0.055310397,90672851.63,9,1488.55,653.4015152
20191107,9248.385,603.54,54,0.049809635,91399245.68,9,1484.1,645.4148148
20191108,8973.285,791.79,42,0.057986382,83929269.39,9,1466.85,670.0703125
20191109,8806.85,512.02,38,0.060369427,92677908.18,9,1506.26,598.6875
20191110,8947.46,581.57,39,0.06712906,104578879.5,9,1609.52,525.6084337
20191111,8852.135,601.16,40,0.063854041,98694491.21,9,1465.5,559.6357616
20191112,8722.47,575.16,39,0.066346039,85118350.91,9,1455,652.4592593
20191113,8781.005,454.33,38,0.057900262,87730707.51,9,1463.45,638.5777778
20191114,8697.98,515.43,41,0.063600867,108297075.1,9,1467.65,504.704142
20191115,8583.345,653.71,38,0.061597954,100186011.9,9,1465.6,554.8670886
20191116,8490.725,471.16,41,0.061814513,93080645.05,9,1452.14,585.3716216
20191117,8526.21,531.22,38,0.061552353,97336761,10,1434.46,561.4090909
20191118,8306.75,692.6,38,0.057200811,89153749.5,10,1458.4,610.1
20191119,8116.245,654.27,32,0.055916899,92807793.07,10,1464.9,594.1768707
20191120,8139.98,607.27,32,0.059070519,90657921.53,10,1475.7,603.528169
20191121,7785.53,891.5,30,0.047924921,87754423.18,10,1468.9,631.0583942
20191122,7268.465,1410,20,0.071476783,86493474.08,10,1471.3,656.9469697
20191123,7243.795,783.18,23,0.065149055,113177710.7,10,1481.63,494.4913295
20191124,7126.74,904.5,21,0.065938905,84584363.62,10,1466.36,663.7328244
20191125,6973.095,1290,17,0.079557165,81423998.61,10,1459.45,690.064
20191126,7196.47,844.27,21,0.071262736,78729442.4,10,1457.65,714.5983607
20191127,7277.305,996.49,20,0.07016227,89385614.95,10,1459.8,622.0503597
20191128,7526.12,737.58,32,0.063479154,108075563.3,10,1457.55,519.5398773
20191129,7648.83,766.71,31,0.065116889,87613553.72,10,1456.35,645.9779412
20191130,7654.055,650.6,38,0.060337304,83818150.41,10,1321.92,669.1587302
20191201,7418.725,777,25,0.071033718,93308919.64,9,1258.61,628.0647482
20191202,7317.855,687.78,28,0.059466603,94385604.89,9,1457.5,598.1724138
20191203,7340.635,548.77,28,0.056467078,103049569.5,9,1470.4,550.5822785
20191204,7437.72,971.75,24,0.057566691,107880491.9,9,1475.85,519.9760479
20191205,7334.405,780.78,21,0.058086589,94309777.08,9,1474.6,593.0551724
20191206,7465.825,706.1,29,0.06278494,92427420.11,9,1474.85,597.8965517
20191207,7571.805,557.14,32,0.059518041,99834311.82,9,1319.37,557.7870968
20191208,7504.655,499.04,28,0.060968914,94650679.92,8,1389.52,583.6824324
20191209,7481.73,648.66,32,0.058186396,94501051.97,8,1463.6,584.1486486
20191210,7290.03,609.5,26,0.045232392,95070168.98,8,1464.45,582.1621622
20191211,7225.935,518.4,20,0.044825103,84473464.74,8,1468.05,656.5909091
20191212,7206.655,611.8,23,0.046189454,85375121.52,8,1474.7,645.3082707
20191213,7253.735,503.49,22,0.044660228,97721105.6,8,1470.6,570.2894737
20191214,7158.46,524.56,27,0.040936037,98337411.22,8,1416.36,570.3046358
20191215,7117.65,492.58,21,0.0485396,80190860.84,9,1476.12,699.9677419
20191216,7020.825,689.56,24,0.043913698,102482284,9,1477.4,539.2993631
20191217,6766.79,894.55,23,0.04864166,90307520.48,9,1478.4,625.0425532
20191218,6946.475,1140,15,0.059861961,85579538.13,9,1478.9,644.8432836
20191219,7217.32,778.72,21,0.06412007,102286399.3,9,1474.4,541.8917197
20191220,7164.31,627.04,23,0.055425489,100295958.2,9,1476.9,563.0384615
20191221,7173.34,468.74,23,0.050397451,113307244.1,9,1398.41,489.8693182
20191222,7335.285,677.94,20,0.056602127,108785086.3,8,1421.95,511.8579882
20191223,7484.965,952.16,33,0.059223666,91641997.69,8,1483.95,605.2167832
20191224,7302.46,785.54,25,0.058052655,81049648.87,8,1490.85,686.248
20191225,7206.41,625.41,22,0.058207935,82362930.35,8,1430.02,679.7421875
20191226,7304.825,795.09,39,0.055908055,107915980.2,8,1437.05,513.742515
20191227,7164.535,718.07,38,0.050576239,93481639.34,8,1510.6,599.2965517
20191228,7310.85,610.96,37,0.052280849,97053783.54,8,1409.54,580.4295302
20191229,7417.99,611.69,37,0.055712606,101897952.8,8,1258.61,552.4258065
20191230,7319.43,606.11,40,0.049277886,108164866,8,1511.5,524.6445783
20191231,7233.59,586.6,38,0.060912773,98435107.97,8,1523,589.5862069
20200101,7219.49,420.28,37,0.049416317,112382825.8,8,1479.56,502.6034483
20200102,7085.335,632.78,39,0.044082977,97321512.37,8,1520.55,605.3475177
